Rodada,ID,Nome,Clube,Posição,Mandante_Visitante,Pontuação,FD,FS,CA,FC,DS,FF,SG,A,G,I,DE,GS,V,PC,DP,CV,FT,PP,PS,GC
5,92085,Giovanny,JUV,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
5,92087,Lyanco,CAM,Zagueiro,mandante,14.7,1.0,2.0,,,5.0,,1.0,,,,,,,,,,,,,
5,92708,Deyverson,FOR,Atacante,mandante,10.8,,2.0,,2.0,,3.0,,,1.0,,,,,,,,,,,
5,92854,Borré,INT,Atacante,visitante,3.8,,,,,2.0,1.0,,,,,,,,,,,,,,
5,92981,Ronaldo,INT,Meia,visitante,-0.7,,,1.0,4.0,1.0,,,,,,,,,,,,,,,
5,93236,Rafael Ramos,CEA,Lateral,visitante,1.8,,1.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,
5,93478,Wanderson,CRU,Atacante,visitante,0.5,,,,1.0,,1.0,,,,,,,,,,,,,,
5,93716,Paulo Henrique,VAS,Lateral,mandante,8.2,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,
5,93790,Marlon Freitas,BOT,Meia,visitante,2.2,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
5,94044,John,BOT,Goleiro,visitante,4.5,,,1.0,,,,,,,,5.0,1.0,,,,,,,,
5,94154,Maycon,COR,Meia,mandante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
5,94156,Diego Pituca,SAN,Meia,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
5,94207,Guilherme,SAN,Atacante,visitante,11.3,1.0,2.0,,,5.0,2.0,,,,,,,,,,,,,,
5,94583,Pedro,FLA,Atacante,visitante,3.9,2.0,,,,1.0,,,,,,,,,,,,,,,
5,94968,Juninho Capixaba,RBB,Lateral,mandante,10.0,,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
5,95131,Gabriel Taliari,JUV,Atacante,mandante,7.8,2.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,
5,95354,Giraldo,JUV,Meia,mandante,1.8,,,,4.0,2.0,,,,,,,,,,,,,,,
5,95357,Rivera,SPT,Meia,visitante,3.2,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
5,95464,Gregore,BOT,Meia,visitante,3.5,1.0,1.0,,4.0,2.0,,,,,,,,,,,,,,,
5,95466,Igor Vinícius,SAO,Lateral,mandante,0.0,,,,,,,,,,,,,,,,,,,,
5,95556,Raniele,COR,Meia,mandante,2.5,,2.0,,,1.0,,,,,,,,,,,,,,,
5,95799,Artur,BOT,Atacante,visitante,5.7,1.0,,,,3.0,,,,,,,,,,,,,,,
5,96610,Matheus Pereira,CRU,Meia,visitante,8.6,1.0,5.0,1.0,,4.0,,,,,1.0,,,,,,,,,,
5,96652,Allan,FLA,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
5,96725,Saravia,CAM,Lateral,mandante,5.0,,,,,,,1.0,,,,,,,,,,,,,
5,97145,Villasanti,GRE,Meia,mandante,8.6,,,1.0,3.0,7.0,,,,,,,,,,,,,,,
5,97341,Rogério Ceni,BAH,Técnico,mandante,7.41,,,,,,,,,,,,,1.0,,,,,,,
5,97450,Gustavo Mosquito,VIT,Atacante,visitante,0.9,1.0,,,1.0,,,,,,,,,,,,,,,,
5,97460,João Victor,MIR,Zagueiro,visitante,0.8,,,,,,1.0,,,,,,,,,,,,,,
5,97642,Félix Torres,COR,Zagueiro,mandante,2.3,,,1.0,4.0,3.0,,,,,,,,,,,,,,,
5,97810,Erick,VIT,Atacante,visitante,2.8,,4.0,,,,1.0,,,,,,,,,,,,,,
5,97867,Léo Ortiz,FLA,Zagueiro,visitante,5.2,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
5,97868,Iago,BAH,Lateral,mandante,7.4,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,
5,97900,Vitão,INT,Zagueiro,visitante,-1.3,,,1.0,1.0,,,,,,,,,,,,,,,,
5,98022,Erick,BAH,Meia,mandante,0.8,,,,2.0,1.0,,,,,1.0,,,,,,,,,,
5,98225,Pedro Raul,CEA,Atacante,visitante,5.2,,2.0,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,
5,98384,Negueba,MIR,Atacante,visitante,5.8,,4.0,,,2.0,1.0,,,,,,,,,,,,,,
5,98619,Kuscevic,FOR,Zagueiro,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
5,98672,Savarino,BOT,Meia,visitante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
5,98720,Angileri,COR,Lateral,mandante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
5,98738,Titi Ortíz,SPT,Meia,visitante,1.2,1.0,,,,,,,,,,,,,,,,,,,
5,98909,Cuello,CAM,Atacante,mandante,9.5,1.0,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,
5,98975,Rogel,INT,Zagueiro,visitante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
5,99119,Lucas Braga,VIT,Atacante,visitante,8.5,,1.0,,,,,,,1.0,,,,,,,,,,,
5,99198,Vegetti,VAS,Atacante,mandante,0.7,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
5,99228,De la Cruz,FLA,Meia,visitante,2.1,1.0,3.0,,2.0,,,,,,,,,,,,,,,,
5,99253,Chico,SPT,Zagueiro,visitante,2.3,,,,,1.0,1.0,,,,,,,,,,,,,,
5,99316,Dinenno,CRU,Atacante,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
5,99366,Luis Zubeldía,SAO,Técnico,mandante,5.54,,,,,,,,,,,,,1.0,,,,,,,
5,99392,Michael,FLA,Atacante,visitante,3.5,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
5,99440,Baralhas,VIT,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
5,99552,Rossi,FLA,Goleiro,visitante,6.3,,,,,,,1.0,,,,1.0,,,,,,,,,
5,99815,Arias,FLU,Meia,mandante,5.8,1.0,3.0,,,1.0,2.0,,,,,,,,,,,,,,
6,100652,Yuri Alberto,COR,Atacante,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
6,100898,Vitinho,BOT,Lateral,mandante,15.1,,,,3.0,2.0,,1.0,,1.0,,,,,,,,,,,
6,100969,Ronald Lopes,VIT,Meia,mandante,1.5,1.0,,,4.0,1.0,,,,,,,,,,,,,,,
6,100987,Nonato,FLU,Meia,visitante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
6,101027,Diego,CEA,Lateral,mandante,3.5,,4.0,,,1.0,,,,,,,,,,,,,,,
6,101290,Ferreira,SAO,Atacante,visitante,7.5,,2.0,,,1.0,,,1.0,,,,,,,,,,,,
6,101314,Ademir,BAH,Atacante,visitante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
6,101573,Pepê,VIT,Meia,mandante,1.8,,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,
6,101574,Hugo Souza,COR,Goleiro,visitante,-1.4,,,,,,,,,,,2.0,4.0,,,,,,,,
6,101594,Hugo Moura,VAS,Meia,visitante,7.3,1.0,2.0,,3.0,4.0,,,,,,,,,,,,,,,
6,101727,Matheuzinho,COR,Lateral,visitante,8.5,,1.0,,1.0,5.0,1.0,,,,,,,,,,,,,,
6,101752,Claudinho,VIT,Lateral,mandante,3.5,,,1.0,,3.0,,,,,,,,,,,,,,,
6,101908,Willian Machado,CEA,Zagueiro,mandante,0.7,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
6,101960,Vitinho,INT,Atacante,mandante,2.4,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
6,102130,Piquerez,PAL,Lateral,mandante,0.0,,,,,,,,,,,,,,,,,,,,
6,102253,Lucas Halter,VIT,Zagueiro,mandante,3.8,,,,,2.0,1.0,,,,,,,,,,,,,,
6,102256,Rollheiser,SAN,Meia,mandante,-0.7,,1.0,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,
6,102561,Mastriani,BOT,Atacante,mandante,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,
6,102928,Canobbio,FLU,Atacante,visitante,2.6,,3.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
6,102950,Facundo Torres,PAL,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
6,102975,Escobar,SAN,Lateral,mandante,9.8,,,,,6.0,1.0,,,,,,,,,,,,,,
6,103014,Laquintana,RBB,Atacante,visitante,8.0,,,,,,,,,1.0,,,,,,,,,,,
6,103056,Gabriel Brazão,SAN,Goleiro,mandante,4.2,,2.0,,,,,,,,,4.0,2.0,,,,,,,,
6,103295,Eric Ramires,RBB,Meia,visitante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
6,103445,Kaio Jorge,CRU,Atacante,mandante,8.9,,,,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,
6,103523,Ignácio,FLU,Zagueiro,visitante,0.9,,,,2.0,1.0,,,,,,,,,,,,,,,
6,103764,Gabriel Veron,SAN,Atacante,mandante,3.7,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
6,104027,Rafael Guanaes,MIR,Técnico,mandante,4.28,,,,,,,,,,,,,,,,,,,,
6,104075,Sabino,SAO,Zagueiro,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
6,104118,Lucas Arcanjo,VIT,Goleiro,mandante,4.2,,,,,,,,,,,4.0,1.0,,,,,,,,
6,104134,Fabri,VIT,Atacante,mandante,3.8,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,
6,104204,Edson Carioca,MIR,Atacante,mandante,9.5,,1.0,,2.0,,2.0,,,1.0,,,,,,,,,,,
6,104250,João Victor,VAS,Zagueiro,visitante,0.5,,,,1.0,,1.0,,,,,,,,,,,,,,
6,104253,Adriano Martins,JUV,Zagueiro,visitante,-0.1,,,,,,,,,,1.0,,,,,,,,,,
6,104271,Hereda,SPT,Lateral,mandante,13.5,1.0,1.0,,2.0,5.0,,1.0,,,1.0,,,,,,,,,,
6,104502,Christian,CRU,Meia,mandante,9.4,,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,
6,104528,Igor Jesus,BOT,Atacante,mandante,13.4,2.0,5.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,
6,104754,Juan Vojvoda,FOR,Técnico,visitante,5.8,,,,,,,,,,,,,,,,,,,,
6,104758,Enzo Díaz,SAO,Lateral,visitante,1.1,,,1.0,3.0,2.0,,,,,,,,,,,,,,,
6,104783,Acevedo,BAH,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
6,104994,Wagner Leonardo,GRE,Zagueiro,visitante,5.9,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
6,105171,Fabrício Daniel,MIR,Atacante,mandante,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
6,105213,Sant'Anna,RBB,Lateral,visitante,3.8,,,,,2.0,1.0,,,,,,,,,,,,,,
6,105300,Ferraresi,SAO,Zagueiro,visitante,0.9,,,,2.0,1.0,,,,,,,,,,,,,,,
6,105568,Lucero,FOR,Atacante,visitante,-2.0,,,1.0,3.0,,,,,,1.0,,,,,,,,,,
6,105647,Maurício,PAL,Meia,mandante,1.4,,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,,
6,105786,Talles Magno,COR,Atacante,visitante,1.9,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
6,105811,Wesley,INT,Atacante,mandante,8.9,,2.0,,3.0,6.0,,,,,2.0,,,,,,,,,,
6,105845,Matheus Araújo,CEA,Meia,mandante,1.3,,1.0,,,,1.0,,,,,,,,,,,,,,
6,105903,José Aldo,MIR,Meia,mandante,0.5,,1.0,,,,,,,,,,,,,,,,,,
6,105990,Santiago Mingo,BAH,Zagueiro,visitante,7.2,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
6,106082,Ewerthon,JUV,Lateral,visitante,5.5,,2.0,,,3.0,,,,,,,,,,,,,,,
6,106147,Thiago Carpini,VIT,Técnico,mandante,3.65,,,,,,,,,,,,,,,,,,,,
6,106294,Marcos Antônio,SAO,Meia,visitante,-0.8,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
6,106323,Caio Alexandre,BAH,Meia,visitante,3.1,,2.0,,3.0,2.0,,,,,,,,,,,,,,,
6,106593,Villalba,CRU,Zagueiro,mandante,5.5,,1.0,,,,,1.0,,,,,,,,,,,,,
6,106704,Carlos Alberto,SPT,Atacante,mandante,4.4,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
6,106918,Paulo Baya,FLU,Atacante,visitante,0.0,,,,,,,,,,,,,,,,,,,,
6,107093,Luciano Juba,BAH,Lateral,visitante,12.5,,,,,5.0,,1.0,,,,,,,,,,,,,
6,107111,Richard Ríos,PAL,Meia,mandante,5.4,,2.0,,3.0,3.0,1.0,,,,,,,,,,,,,,
6,107174,Bruno Tabata,INT,Meia,mandante,3.6,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
6,107516,Ênio,JUV,Atacante,visitante,4.5,,3.0,,,2.0,,,,,,,,,,,,,,,
6,107554,Natanael,CAM,Lateral,visitante,0.0,,,,,,,,,,,,,,,,,,,,
6,107676,Nathan,INT,Lateral,mandante,0.2,,,,2.0,,1.0,,,,,,,,,,,,,,
6,107726,Chrystian Barletta,SPT,Atacante,mandante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
6,107771,Fábio Matias,JUV,Técnico,visitante,4.13,,,,,,,,,,,,,,,,,,,,
6,107795,Elias Manoel,BOT,Atacante,mandante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
6,107873,Bobadilla,SAO,Meia,visitante,4.4,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,
6,107950,Fausto Vera,CAM,Meia,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
6,107958,Felipinho,JUV,Lateral,visitante,1.1,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
6,108133,Isidro Pitta,RBB,Atacante,visitante,0.9,,2.0,,,,,,,,1.0,,,,,,,,,,
6,108548,Aravena,GRE,Atacante,visitante,0.8,,,,,,1.0,,,,,,,,,,,,,,
6,108671,Garré,VAS,Atacante,visitante,1.0,,2.0,,,,,,,,,,,,,,,,,,
6,108683,Emiliano Martínez,PAL,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
6,108713,Galeano,CEA,Atacante,mandante,6.0,,2.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
6,109096,Plata,FLA,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
6,109401,Erick Pulga,BAH,Atacante,visitante,4.6,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,
6,109573,Martinelli,FLU,Meia,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
6,109899,Batalla,JUV,Atacante,visitante,8.0,,,,,,,,,1.0,,,,,,,,,,,
6,109966,Monsalve,GRE,Meia,visitante,1.5,,3.0,,,,,,,,,,,,,,,,,,
6,110311,José Martínez,COR,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
6,110426,Bernabéi,INT,Lateral,mandante,1.3,,,,1.0,,2.0,,,,,,,,,,,,,,
6,110506,Abel Ferreira,PAL,Técnico,mandante,3.06,,,,,,,,,,,,,,,,,,,,
6,110715,Andrés Hurtado,RBB,Lateral,visitante,1.9,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,
6,110727,Rubens,CAM,Meia,visitante,8.5,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,
6,110818,Renato Paiva,BOT,Técnico,mandante,8.65,,,,,,,,,,,,,1.0,,,,,,,
6,111466,Victor Gabriel,INT,Zagueiro,mandante,17.2,,,,1.0,1.0,,,,2.0,,,,,,,,,,,
6,111683,Anthoni,INT,Goleiro,mandante,-1.0,,,,,,,,,,,,1.0,,,,,,,,
6,111760,Fabinho,RBB,Meia,visitante,5.0,,,,,,,,1.0,,,,,,,,,,,,
6,111829,Kayky,BAH,Atacante,visitante,8.0,,,,,,,,,1.0,,,,,,,,,,,
6,111831,Matheus Martins,BOT,Atacante,mandante,4.1,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
6,112709,Kaiki Bruno,CRU,Lateral,mandante,4.3,,1.0,,4.0,,,1.0,,,,,,,,,,,,,
6,112869,Aníbal Moreno,PAL,Meia,mandante,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
6,112886,Lucas Barbosa,RBB,Atacante,visitante,6.1,1.0,,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,
6,113034,Freytes,FLU,Zagueiro,visitante,1.5,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
6,113073,Kervin Andrade,FOR,Meia,visitante,3.1,,2.0,1.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,,
6,113078,Mancuso,FOR,Lateral,visitante,5.5,,1.0,,,,,1.0,,,,,,,,,,,,,
6,113103,Flaco López,PAL,Atacante,mandante,5.3,,4.0,1.0,4.0,,7.0,,,,1.0,,,,,,,,,,
6,113158,Marquinhos,CRU,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
6,113397,Cristian Olivera,GRE,Atacante,visitante,2.9,1.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,
6,113462,Lenny Lobato,SPT,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
6,113687,Du Queiroz,SPT,Meia,mandante,3.8,,,,,2.0,1.0,,,,,,,,,,,,,,
6,114802,Vitor Roque,PAL,Atacante,mandante,4.7,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
6,115141,Lucas Freitas,VAS,Zagueiro,visitante,2.5,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
6,115239,Wesley,FLA,Lateral,mandante,10.9,,3.0,1.0,2.0,4.0,,1.0,,,,,,,,,,,,,
6,115248,Jhon Jhon,RBB,Meia,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
6,115268,Rômulo,CAM,Zagueiro,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
6,115586,Emerson Galego,JUV,Atacante,visitante,2.5,,2.0,,,1.0,,,,,,,,,,,,,,,
6,115594,Marcos Paulo,JUV,Lateral,visitante,5.7,,,,1.0,4.0,,,,,,,,,,,,,,,
6,115915,Lelê,CEA,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
6,116012,Matheus Gonçalves,FLA,Meia,mandante,1.5,,,,,1.0,,,,,,,,,,,,,,,
6,116065,Cuiabano,BOT,Lateral,mandante,7.2,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
6,116461,Jamerson,VIT,Lateral,mandante,9.7,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,
6,117910,Breno Bidon,COR,Meia,visitante,5.7,,6.0,,1.0,2.0,,,,,,,,,,,,,,,
6,118563,Rodriguinho,SAO,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
6,118758,Jair,BOT,Zagueiro,mandante,7.3,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
6,120612,Orlando Ribeiro,COR,Técnico,visitante,3.37,,,,,,,,,,,,,,,,,,,,
6,120856,Arthur Sousa,SPT,Atacante,mandante,1.0,,2.0,,,,,,,,,,,,,,,,,,
6,121668,Bruninho,FOR,Meia,visitante,9.3,,2.0,,,5.0,1.0,,,,,,,,,,,,,,
6,121792,André,GRE,Atacante,visitante,1.1,1.0,,,,,,,,,1.0,,,,,,,,,,
6,121830,Janderson,VIT,Atacante,mandante,0.9,,,,2.0,1.0,,,,,,,,,,,,,,,
6,122302,Cristian,MIR,Atacante,mandante,9.4,3.0,,,,,1.0,,1.0,,,,,,,,,,,,
6,122406,Luisão,SAN,Zagueiro,mandante,5.5,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
6,122486,Rayan,VAS,Atacante,visitante,5.5,,4.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
6,122861,Abner,JUV,Zagueiro,visitante,-0.5,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
6,122897,Guzmán Rodríguez,RBB,Zagueiro,visitante,-0.2,1.0,,1.0,4.0,,1.0,,,,,,,,,,,,,,
6,123360,Cauly,BAH,Meia,visitante,4.5,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
6,123649,Janderson,CRU,Zagueiro,mandante,5.0,,,,,,,1.0,,,,,,,,,,,,,
6,123795,Lucho Rodríguez,BAH,Atacante,visitante,-2.2,,,1.0,4.0,,,,,,,,,,,,,,,,
6,123907,Pepa,SPT,Técnico,mandante,5.58,,,,,,,,,,,,,,,,,,,,
6,124251,Deivid Washington,SAN,Atacante,mandante,9.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,
6,124271,Gustavo Prado,INT,Meia,mandante,3.2,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
6,124526,Giay,PAL,Lateral,mandante,5.0,,4.0,,,2.0,,,,,,,,,,,,,,,
6,124661,Iván Román,CAM,Zagueiro,visitante,-1.3,,,1.0,1.0,,,,,,,,,,,,,,,,
6,124912,Jonathan Jesus,CRU,Zagueiro,mandante,6.2,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
6,126182,Paulinho,VAS,Meia,visitante,-0.6,,,,2.0,,,,,,,,,,,,,,,,
6,126900,Igor Coronado,COR,Meia,visitante,2.9,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,
6,126977,Fernando Seabra,RBB,Técnico,visitante,6.7,,,,,,,,,,,,,1.0,,,,,,,
6,128915,Estêvão,PAL,Atacante,mandante,4.3,1.0,,,,1.0,2.0,,,,,,,,,,,,,,
6,130386,Maceió,MIR,Atacante,mandante,-2.0,,,1.0,,,,,,,,,,,1.0,,,,,,
6,130650,Bernal,FLU,Meia,visitante,-0.1,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
6,130884,Igor Serrote,GRE,Lateral,visitante,12.2,,1.0,,1.0,8.0,,,,,,,,,,,,,,,
6,131515,Hyan,SAN,Meia,mandante,0.5,,1.0,,,,,,,,,,,,,,,,,,
6,131617,André Silva,SAO,Atacante,visitante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
6,132071,Serna,FLU,Atacante,visitante,0.0,,,,,,,,,,,,,,,,,,,,
6,132553,Jemmes,MIR,Zagueiro,mandante,6.0,,,,,4.0,,,,,,,,,,,,,,,
6,132580,Vinicinho,RBB,Atacante,visitante,6.0,,2.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,
6,133673,Mateus Xavier,SAN,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
6,133679,Benedetti,PAL,Zagueiro,mandante,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
6,139076,Filipe Luís,FLA,Técnico,mandante,10.85,,,,,,,,,,,,,1.0,,,,,,,
6,140365,Luca Meirelles,SAN,Atacante,mandante,0.0,,,,,,,,,,,,,,,,,,,,
6,140541,Lucas Ferreira,SAO,Meia,visitante,1.1,1.0,1.0,,2.0,,,,,,,,,,,,,,,,
6,140542,Ryan Francisco,SAO,Atacante,visitante,8.3,,1.0,,3.0,,1.0,,,1.0,1.0,,,,,,,,,,
6,141160,Zé Lucas,SPT,Meia,mandante,5.5,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,
6,141453,Atencio,SPT,Meia,mandante,0.9,1.0,,,1.0,,,,,,,,,,,,,,,,
6,141493,Loide Augusto,VAS,Atacante,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
6,141806,Guilherme,CEA,Atacante,mandante,0.7,,2.0,,1.0,,,,,,,,,,,,,,,,
6,141996,João Silva,SPT,Zagueiro,mandante,4.7,,,,1.0,,,1.0,,,,,,,,,,,,,
6,142279,Nuno Moreira,VAS,Atacante,visitante,3.5,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
6,143411,César Sampaio,SAN,Técnico,mandante,4.4,,,,,,,,,,,,,,,,,,,,
6,37281,Mano Menezes,GRE,Técnico,visitante,4.19,,,,,,,,,,,,,,,,,,,,
6,37457,Léo Condé,CEA,Técnico,mandante,5.1,,,,,,,,,,,,,,,,,,,,
6,37656,Fábio,FLU,Goleiro,visitante,4.5,,,,,,,,,,,5.0,2.0,,,,,,,,
6,39148,Hulk,CAM,Atacante,visitante,15.9,2.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
6,39656,Alan Franco,CAM,Meia,visitante,2.7,,,,1.0,2.0,,,,,,,,,,,,,,,
6,41929,Renato Gaúcho,FLU,Técnico,visitante,2.68,,,,,,,,,,,,,,,,,,,,
6,42234,Cássio,CRU,Goleiro,mandante,11.5,,,,,,,1.0,,,,5.0,,,,,,,,,
6,42411,Cuca,CAM,Técnico,visitante,5.53,,,,,,,,,,,,,,,,,,,,
6,42500,Fagner,CRU,Lateral,mandante,7.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
6,50353,Titi,FOR,Zagueiro,visitante,2.9,,,,2.0,1.0,,1.0,,,,,,,,,1.0,,,,
6,51772,Everton Ribeiro,BAH,Meia,visitante,4.2,1.0,,,,2.0,,,,,,,,,,,,,,,
6,60793,Alex Teixeira,VAS,Atacante,visitante,0.0,,,,,,,,,,,,,,,,,,,,
6,61188,Gilberto,JUV,Atacante,visitante,6.1,,3.0,,1.0,,,,1.0,,1.0,,,,,,,,,,
6,62977,Ganso,FLU,Meia,visitante,2.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,
6,63110,Alan Ruschel,JUV,Lateral,visitante,5.0,,4.0,,,2.0,,,,,,,,,,,,,,,
6,63289,Edenílson,GRE,Meia,visitante,2.2,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
6,68685,Alan Patrick,INT,Meia,mandante,17.7,1.0,,,,1.0,,,3.0,,,,,,,,,,,,
6,68708,Eduardo,CRU,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
6,68899,Philippe Coutinho,VAS,Meia,visitante,4.0,1.0,3.0,,1.0,,2.0,,,,,,,,,,,,,,
6,68923,Gil,SAN,Zagueiro,mandante,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
6,68928,Rafael,SAO,Goleiro,visitante,0.8,,1.0,,,,,,,,,1.0,1.0,,,,,,,,
6,68991,Lucas Sasha,FOR,Meia,visitante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
6,68996,Willian José,BAH,Atacante,visitante,2.9,,1.0,,2.0,,,,,,,,,,,,,1.0,,,
6,69140,Allan,BOT,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
6,70216,Gustavo,JUV,Goleiro,visitante,3.7,,,,,1.0,,,,,,4.0,3.0,,,,,,,,
6,70360,Eduardo Sasha,RBB,Atacante,visitante,12.2,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,
6,70592,Felipe Anderson,PAL,Meia,mandante,-0.1,,,,,,,,,,1.0,,,,,,,,,,
6,70666,Marllon,CEA,Zagueiro,mandante,2.5,,2.0,,,1.0,,,,,,,,,,,,,,,
6,70696,Fábio Carille,VAS,Técnico,visitante,3.54,,,,,,,,,,,,,,,,,,,,
6,70788,Enner Valencia,INT,Atacante,mandante,2.2,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
6,70916,Diogo Barbosa,FOR,Lateral,visitante,5.0,,,,,,,1.0,,,,,,,,,,,,,
6,70944,Bruno Henrique,INT,Meia,mandante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
6,70958,Jean Carlos,JUV,Meia,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
6,71571,Fernando Miguel,CEA,Goleiro,mandante,2.9,,,,,,,,,,,3.0,1.0,,,,,,,,
